category_id,category
222150,A NOVEL DESCRIPTION
222152,DOG POUNDS
222154,ANATOMICAL WORDS & PHRASES
222155,ACTOR/
222180,MEDICAL DISCOVERIES
222181,KNOW YOUR CONSTITUTION
222183,BUZZ BANDS
222186,"COLLEGE ""M"""
222211,ROGET'S MEETS BARTLETT'S
222213,"YAY, PHYSICS!"
222214,ON CABLE
222243,GO OUT OR STAY IN?
222244,NAKED-ITY
222245,IT'S THE LAW!
222247,IN THE URBAN DICTIONARY
222272,GAME OF THRONES
222275,FAST-FOOD FOREIGN MENU
222277,"""OH"" MY!"
222302,CHARACTERS IN POETRY
222305,PRE-COLUMBIAN AMERICANS
222306,SUPERHERO MOVIES
222307,SHH!  LIBRARIANS
222308,"""K"" IS FOR..."
222337,POETIC CHARACTERS
222338,THE 54th GRAMMY AWARDS
222363,ANCIENT QUOTATIONS
222364,NORTH AMERICA THE BEAUTIFUL
222366,VIRAL VIDEOS
222367,CONSTELLATION NAMES
222369,"NICE ""INK"""
222394,COUNTRY CONFUSION
222395,MOVIE LINES
222396,THE ELEMENTS OF STYLE?
222397,SHORT STORY FILL-IN
222399,HISTORY IS STRANGE
222425,A FEW THINGS HAPPENED IN 1865
222426,CELEBRITY COUNTRY OF ORIGIN
222428,SCI FI & FANTASY
222456,2 FOR THE SHOW
222457,A BIBLE BOOK FOR THEE
222486,AMERICAN EXPERIENCE CLINTON
222487,THE EMMY WINNER'S SHOW
222489,SKYSCRAPER CITY
222490,"""PER""-FECT"
222516,COCA-COLA PRODUCTS AROUND THE WORLD
222517,RATHER COLORFUL LANGUAGE
222519,ROCK DOCUMENTARIES
222520,TALES OF ADVENTURE
222521,THE BENJAMINS
222547,BORN IN 1912
222548,NAME THE NETWORK
222549,QUEEN Bs
222550,STATE FARM
222551,BEAUTY & MAKEUP
222552,LANGUAGE LESSONS
222578,THAT'S NOT GNEISS!
222581,A WELL-STOCKED LIBRARY
222582,LAST MAJOR MOVIE ROLE
222608,FILLING UP AT THE GAS STATION
222610,A ROCKIN' NUMBER
222612,"KEEP YOUR ""EDGE"""
222613,CENTRAL AMERICAN WILDLIFE
222638,THAT'S MY SECRETARY OF THE TREASURY
222640,GETTING AN EDUCATION
222669,PLOT
222670,THEME
222671,EXPOSITION
222672,"""SETT""ING"
222673,CHARACTER
222674,NOW GO WRITE THAT NOVEL ALREADY
222701,SHADOWS
222729,FRENCH PAINTERS
222730,LET'S HEAR THE COMPOSER'S FIRST (NAME)
222731,THE ALL-STAR GAME MVP
222733,THE WEDDING PLANNER
222760,A HELL OF A QUOTE
222761,MESSING WITH YOUR BRAIN
222762,"TEACHER'S ""PET"""
222763,"WAR, WHO YA GOT?"
222765,DEATH ON A SITCOM
222790,ASIAN BORDERS
222792,ITALIAN DRESSING
222793,ARTHURIAN LIT
222794,A FRUITFUL CATEGORY
222795,"GO ""BIG"""
222796,OR GO HOME
222821,FEBRUARY IS BLACK HISTORY MONTH
222823,GREEK IS THE WORD
222826,THIS IS... A JEOPARDY! CATEGORY
222851,OTHER WONDERS OF THE WORLD
222852,FRENCH 101
222855,ROOM SERVICE
222881,RHYMING MOVIES
222882,LESSER-KNOWN WOMEN
222886,TOOT SWEET
222912,TABLETS
222913,HISTORIC LETTERS
222914,FOOD & DRINK FOR THOUGHT
222916,MOVIES IN REWIND?
222917,WEBSTER'S LAST WORDS
222939,TECHNOLOGY MATTERS
222940,ROMAN NUMERALS
222941,HOSPITAL DEPARTMENTS
222944,WHAT 2 Q SO LONG?
222967,LITERARY BIOGRAPHIES
222968,5 FLAGS OVER TEXAS
222970,INFO FROM  THE WORLD ALMANAC
222971,"DOUBLE ""I"""
222972,MOCK TURTLE
222973,SOUP
222998,LITERARY TITLE OVERLAPS
222999,SMALL TALK
223000,EUROPEAN HOLIDAYS
223001,ROLLING STONES LYRICS
223003,"PLACES TO ""C"""
223029,THE DEWEY DECIMAL SYSTEM
223032,DRUM & DRUMMER
223033,TV SHOW CHARACTERS
223034,"BABY, I THINK WE'RE GOING TO MAKE IT"
223059,CANADA'S WALK OF FAME
223062,WORKS OF ART
223063,"""D"" IS FOR..."
223064,POETIC LAST LINES
223090,ABOLITIONISTS
223091,HERE COMES THE WEDDING MOVIE
223094,HAI KARATE!
223095,"SCIENCE ""L""AB"
223120,WHO'S YOUR MYTHOLOGICAL DADDY?
223121,COFFEE KLATCH
223123,A BOOKISH CATEGORY
223124,ROBBING PETER
223125,TO PAY PAUL
223150,THE HISTORY OF CHRISTIANITY
223151,EMILY DICKINSON
223152,2 BY 2
223182,ANTONYMIC PAIRS
223183,A POSTHUMOUS CATEGORY
223184,MOVIE DOG BREEDS
223185,THE POST MAN'S HERE
223186,I GOT 3 LETTERS!
223211,BOOK VILLAINS
223214,"AMERICAN ""H""ISTORY"
223215,CARPENTRY & CONSTRUCTION
223216,SIMILAR-SOUNDING WORDS
223217,OSCAR-WINNING CO-STARS
223244,"CALL THE ""I-T"" DEPARTMENT"
223245,GETTING ANIMATED
223246,"HEY, MARTHA"
223247,LET'S GET IN THE RV
223273,IVY LEAGUE SCHOOLS
223276,THE SPLENDID LITTLE WAR
223278,SINGERS IN SONGS
223303,THE TEMPLE AT JERUSALEM
223305,A DAZZLING INTERNAL ORGAN SOLO
223307,THEY GO BY THIER FIRST INITIAL
223308,"A ""WHEY"" WITH PUNS"
223333,SHRINKING YOUR TV
223335,"CHESS ME, YOU FOOL!"
223337,"LESSER-KNOWN DWARF""S"""
223362,"""A"" IN CHEMISTRY"
223364,SUPERMODELS
223365,PRETTY GOOD MODELS
223388,CIVILIZATIONS
223390,GRAMMY-WINNING WOMEN
223392,THE BOOK'S TITLE IN GERMAN
223393,"""GROUND"" CONTROL"
223394,MAJOR TOM
223419,FILL IN THE QUOTE
223420,IN A BIG COUNTY
223422,JUST LIKE HEAVEN
223423,SIGMOID & THE SEA MONSTERS
223424,SWEET LI'L FILMS
223455,"WHAT'S YOUR SPECIALTY, DR.?"
223482,LOST ____
223484,SAND
223485,AT THE JERSEY SHORE
223510,CURRENT AMERICAN COMPANIES
223511,'90s FILM QUOTES
223514,SALE
223515,"THE 7 ""C""s"
223521,THE CHEROKEE NATION
223539,LITERARY CHARACTER RAP SHEET
223540,ATLANTIC COAST CONFERENCE SCHOOLS
223541,A VERY BRIGHT RESPONSE
223543,IT'S GREEK TO SOMEBODY
223568,YOU'RE SO RECEPTACLE
223569,"TIME TO ""ROCK"" & ""ROLL"""
223570,GET YOUR VERBS MOVING
223572,SOUTH AFRICAN WILDLIFE
223598,GREAT ART
223600,I'M FEELING DIS-ORIENTED
223601,"""ADD"" IT UP"
223622,TONY-WINNING MUSICALS
223623,YOUR BIRTHDAY HOROSCOPE
223624,PRESIDENTIAL ARTIFACTS
223625,"""U"" TUBE"
223627,U.S. COMMUNITIES
223628,"TONGUE, TWISTED"
223654,FBI TV
223655,HERR BANDS
223656,BRITISH DRAMA CHARACTER NAMES
223657,"WE LOVE YOU, CONRAD"
223658,"""O.S."" WE DO"
223678,PEOPLE OF EUROPE
223679,HISTORICAL BOBBLEHEADS
223681,4-LETTER FILM TITLES
223682,SAME-NAMED WRITERS
223683,I'VE GOT THE BREWS
223684,RIVER DAMAGE
223710,COMEDY DUOS
223711,PHENOMENA
223713,A RED-HOT LATIN LAWYER
223714,X-Y-Z ABBREVS.
223740,MBAs
223741,REMEMBER WHO WON THE SUPER BOWL?
223743,WRITERS' WORDS
223744,"1N, 2N, 3N, 4N, 5"
223766,TIME TO RESIGN
223768,GRAY'S ANATOMY SAYS...
223770,FORMER SOVIET REPUBLICS
223771,SONG MASH-UPS
223797,HORSETORY
223798,FROM JOCK TO POLITICIAN
223800,WE ALL MAKE CHOICES IN LIFE
223801,SHAPE UP!
223802,SHIP OUT
223827,MARCH-ING
223829,IT'S A NOUN!  IT'S A VERB!
223831,GADGETS GALORE
223832,"GROUP ""E""s"
223857,'70s BLOCKBUSTERS
223858,HOLD EVERYTHING
223860,LOGO SECRETS
223862,"""SQ""SES, ""SQ""SES"
223863,JANE GOODALL
223890,A YEAR ENDING IN 12
223891,"""YOU"" ROCK"
223892,HERE I AM...
223920,I'M THE KING OF THE WORLD
223921,MY PRECIOUS
223922,"""ILE"" BE BACK"
223923,"HELLO, GORGEOUS!"
223924,TO INFINITY & BEYOND
223950,CELEBRITY VETERANS
223954,"EVERY BIT A ""LADY"""
223979,HISTORICAL FACTS & FIGURES
223981,A BLANK EXPRESSION
223982,HOME ICE
223983,SIR WALTER SCOTT
223984,NATURAL SELECTION
223985,GOD DID IT!
224010,THIS PLACE IS DUELSVILLE
224012,PLAYING FOR CHANGE
224013,"HEY HEY HEY, IT'S PHAT ALBERT!"
224015,"PUBLISHER, PAIR-ISH"
224041,HUNGER GAMES
224043,A MATTER OF HOURS
224044,HOW THE WEST WAS SPUN
224046,"THE VERSATILE ""O-U-G-H"""
224073,PORTRAITS
224074,TAKE ME TO THE NEAREST U.S. EMBASSY
224098,IT DIDN'T SELL AT McDONALD'S
224099,THE IMMORTALS
224101,GOVERNORS SPEAK
224102,WORD & PHRASE DECADES
224127,"LET'S TALK ABOUT ""SEX"""
224128,WHO WROTE THE NO. 1 HIT?
224129,AUTHORS WITH MASS. APPEAL
224130,ABDICATIONS
224131,IN UNION
224132,THERE IS STRENGTH
224158,ARCHITECTURAL TERMS
224160,WEDDING SONGS
224161,"A ""NON"" CATEGORY"
224162,IT'S 1985
224163,LITTLE BROTHER IS WATCHING YOU
224189,FAMOUS MENUS
224190,AMBASSADORS
224191,BHUTAN LINES
224192,MOVIES BASED ON SHAKESPEARE
224217,2010s TV
224219,ADLER-TIZING
224220,GRAPHIC DESIGN
224222,DOUBLE M
224247,19th CENTURY AMERICAN HISTORY
224248,A MOVIE & A MEAL
224249,MILITARY NICKNAMES & SLANG
224251,"""P""SYCHOLOGY"
224252,SPRING AWAKENING
224278,FEDERAL AGENCIES
224279,THE BAR MITZVAH BOY
224282,AD VERBS
224308,OFFICIAL STATE FRUITS
224309,A CLASSICAL MIXUP
224310,ALL ABOUT D
224311,TV MEDICAL DRAMAS
224333,AUSSIES & THE SEA
224335,THE MARQUIS DE SADE
224337,PLACES TO EAT
224338,"RUNNING ON ""N.T."""
224339,THE FIRST EPISODE
224340,WHERE ON EARTH...?
224365,THE MARQUEE DE SAD
224366,THEY CAME FROM OHIO
224368,"14-, 15- & 16-LETTER WORDS"
224369,PHILOSOPHICAL METAPHORS
224370,LOOKING TO THE FUTURE
224398,NOTEABLE NAMES
224399,"SOLVE FOR ""EX"""
224401,RECORD BREAKERS
224425,POE'S PROSE
224427,"KROSSWORD KLUES ""K"""
224428,MICHAEL AT THE MIKE
224429,LANGUAGES OF SOUTH AMERICA
224430,RECORD DESTROYERS
224452,U.S. VICE PRESIDENTS
224455,CRITIQUING SHAKESPEARE
224456,E FOLLOWS F
224457,HUSBANDS
224458,GREAT JANES
224484,"TV FOR ""U"""
224485,GEOGRAPHIC NAME DERIVATIONS
224487,ON THE RANGE
224510,TRANSLATED MOVIE TITLES
224512,AP MALE ATHLETE OF THE YEAR
224514,PLANT-HERS
224515,GOOD NEWS
224521,"A ""LEG"" TO STAND ON"
224538,AFRICAN-AMERICAN ACTORS
224539,NEW YORK MUSEUMS
224540,AL-LIT-ERATION
224541,POISON
224542,PROPOSED STATES
224563,"MATH, YET NOT MATH"
224564,SYMBOLIC SCULPTURE
224565,BOW TIES ARE COOL
224566,"ALL ""INN"""
224567,"HOUSTON, YOU HAVE A PROBLEM"
224568,BEGGARS CAN'T BE BOOZERS
224569,KISSING
224570,I GOT TO FIRST BASE
224595,MOVIE PROLOGUES
224596,INTERNATIONAL PLURAL-ISM
224598,SPACE: THE FINAL CATEGORY
224619,CLASSIC CHILDREN'S BOOKS
224620,A SHOWER OF APRIL
224622,TIME ZONE CITIES
224623,BUY GUM!
224624,TV DRAMAS
224625,WHAT I MEANT TO SAY WAS...
224651,DREAM-Y SONGS
224652,HUMAN BODY BITS
224653,ADVICE COLUMN SIGNATURES
224654,GRAB IT
224680,HE SIGNED THE DECLARATION OF INDEPENDENCE
224681,WORD UP
224682,CURRENT MUSIC (GET IT?)
224683,"""J"" FOOD & DRINK"
224684,I'M TAKING FRENCH LEAVE
224709,TV WORLD
224710,LITERARY LINKS
224711,THE CHILDREN OF ROBERT F. KENNEDY
224712,"SCRATCH AN ""ITCH"""
224739,ANAGRAMMED EUROPE
224740,HOBBITS' OTHER ROLES
224742,THE 20th FIRST ANNUAL IG NOBEL PRIZE
224744,"THE ""BRITISH"" ARE COMING"
224770,BEGINS & ENDS WITH A VOWEL
224771,MATH FORMULAS
224772,SAN FRANCISCO ATTRACTIONS
224774,I'M GONNA HURL
224800,PUT ME IN
224802,"I'M READY TO PLAY, TODAY"
224803,LOOK AT ME
224804,"I CAN ""BE"""
224805,CENTER FIELD
224831,SHAPELY WORDS & PHRASES
224832,CITIES IN SONG LYRICS
224833,POLITICAL TYPES
224834,BALLET MISERABLE
224858,AWARDS & PRIZES
224861,BASIC BLACK
224863,"AN ""UN""CATEGORY"
224864,THE PANAMA CANAL
224889,"WHAT'S UP, PIERRE?"
224892,TALE SHIPS
224893,IN CONJUNCTION
224905,21st CENTURY TONY AWARDS
224918,REVOLUTION
224919,INTERVIEWING THE INTERVIEWER
224921,A STATE OF...
224946,SONGS FROM MOVIES
224972,SHAKESPEARE'S PLAYS
224973,1937
224975,"""E""ASY SCIENCE?"
224977,"HEY, U2!"
224978,GET A ROOM!
225004,CANADA'S MARITIME PROVINCES
225005,HARVARD ALUMNI
225006,"THE ""KID"" STAYS IN THE CATEGORY"
225008,THE 100th ANNIVERSARY OF THE TITANIC
225038,ROOMS
225095,THE ELIZABETHAN ERA
225096,IT'S USEFUL IN THE KITCHEN
225097,"2 Zs, PLEASE"
225098,BEHIND THE SONGS
225099,WORDS ON A FACEBOOK PAGE
225100,"""THE"" NOVEL"
225123,EVENTS AROUND THE USA
225126,NAACP SPINGARN MEDAL WINNERS
225127,GREAT DEPRESSIONS
225128,1930s COMEDIES
225151,2011 MEMOIRS
225152,THEY WROTE FOR ENCYCLOPEDIA BRITANNICA
225153,WILL SMITH MOVIES
225154,WHAT MAKES IT GO?
225155,A SINGLE TREE
225156,"ENDS WITH ""W"""
225179,PIG LATIN LATIN
225180,NUMERICAL TITLES
225182,I'VE GOT 2 TICKETS TO PARADISE
225183,PACK YOUR BAGS
225184,WE'LL LEAVE TONIGHT
225205,I WANT A GREEN CAR
225206,CHARACTERS BASED ON REAL PEOPLE
225207,A PREFIXER UPPER
225209,THE STAFF OF THE DANA CARVEY SHOW
225210,CULTURES OF SOUTH AFRICA
225231,THAT'S WHERE I DRAW THE LION
225233,BOOKS ABOUT ROCK STARS
225235,THE FIRST LETTER IS...
225243,HOW 'BOUT THEM APPLES?
225259,1920s NOVELS
225264,BOOTS
225290,ROYAL MOTHERS
225292,INTERNATIONAL TRADE TERMS
225320,SENATORS
225323,MAN: RAY
225324,PRO TEAM ADDRESSES
225325,AXIS & ALLIES
225353,IT'S A COVER-UP
225354,THE ACLU
225355,BIBLICAL IDOL
225356,"THE ""IX"" FACTOR"
225381,WORLD CURRENCIES
225383,THE MOST POPULAR NETFLIX MOVIES
225384,OTHER USPS ABBREV.
225385,CENTENARIANS
225386,G TO H
225392,YO-YO MA
225410,YO' MAMA
225413,"SCIENCE ""B"""
225414,4-LETTER CROSSWORD REGULARS
225415,THE HAZARDS OF DUKES
225439,GREG-CELLENT!
225441,BIG (& NOT-SO-BIG) BIRD
225442,I LOVE PARIS
225443,"IN THE ""SPRING"" TIME"
225447,FIVE FINGER EXERCISE
225469,COMPLETE THE COMPANY NAME
225470,"""HOW TO"" ENTERTAIN"
225475,APRIL 23: BAD DAY FOR WRITERS
225497,THE AFI LIFE ACHIEVEMENT AWARD
225500,WHO WANTS TO BE A BILLIONAIRE?
225501,SPEAKING HAWAIIAN
225502,ORE
225529,WE'RE AN AMERICAN BAND
225532,THIS OR THAT
225560,ROCK GUITARISTS
225561,DELICACIES
225588,LAWYER—AUTHORS
225619,CITY SEALS (& SEA LIONS)
225622,JOHN GRISHAM TITLES
225623,"""BEAN"" THERE"
225624,DUNN THAT
225649,ROMAN THE BIBLE
225650,SALESWOMEN
225651,MILES' STANDOFFISH WORDS
225652,"THE ""A"" TEAM"
225653,QUOTES IN AMERICAN HISTORY
225654,METROPOLITAN OPERA
225680,INTERBRAND TOP 100 GLOBAL BRANDS
225681,HOW'D THEY DIE?
225683,MEN
225684,RUNNING A MARATHON
225685,"""PACE"" YOURSELF"
225712,LITERARY VILLAINS
225713,WORLD CAPITAL ATTRACTIONS
225715,WHO PLAYED THE MRS.?
225742,HOW SOON WE FORGET!
225743,ADVERTISING MASCOTS & ICONS
225744,PRESIDENT OF THE YEAR
225746,"AT THE ""DELI"""
225769,SPYING
225772,POST-POPE
225773,NOVELTY SONG LYRICS
225774,PLANT IT!
225798,CONSTELLATIONS & MYTH
225803,EXTREME WEATHER
225829,MAD FOR MATH
225830,NEXT WORD IN COMMON
225831,"""A.P."" EXAM"
225859,FICTIONAL BEINGS
225863,WHAT A CENTURY
225865,"PUT A ""DENT"" IN IT"
225892,SONGS OLD & NEW
225895,SCARY LITERATURE
225920,U.S. GOVERNMENT AGENCIES
225921,FINE ARTS
225922,LAUGH LINES
225924,BACK IN THE 20th CENTURY
225925,VISUAL LANGUAGE
225926,"IT'S NOT A MESS, IT'S A COLLECTION"
225955,VISITING THE BOSTON AREA
225956,YOUR 2012 HIT PARADERS
225985,TECH STUFF
225987,"""RAY"" OF HOPE"
226013,SHE'S SO COOL
226014,BARD GAMES
226015,OH SO VERY LITERARY
226016,PORTRAIT BY THE ARTIST
226043,MICHELLE OBAMA'S AMERICAN GROWN
226046,"NICE ""AB""s"
226047,TEAM NICKNAMES BY CITY
226048,KNOW YOUR STATE BORDERS!
226073,BODY PARTS EN ESPAÑOL
226075,ACTION & INACTION MOVIES
226077,ALL WE NEED IS A TITLE
226107,ECONOMICALLY SPEAKING
226108,BAD KISSERS
226109,"""HOLD"" EVERYTHING"
226135,B.C.-ING YOU
226164,ON THE PERIODIC TABLE
226165,WASHINGTON TODAY
226166,A RELIGIOUS CATEGORY
226167,"START IT ""UP"""
226170,OPERA PEOPLE & PLACES
226195,WASHINGTON YESTERDAY
226196,THEY'RE IN THE BAND
226198,WHO WROTE THE LINE?
226225,ANCIENT LANDMARKS
226226,CITIZENSHIP
226228,HE'S QUITE THE SPORTSMAN
226229,WHEN IN THE WORLD?
226230,CLOTHES MAKE THE IDIOM
226231,CARS IN AMERICA
226256,HOW SYMBOLIC
226257,THE SILENT MOVIE ERA
226258,ALSO A 2-LETTER POSTAL ABBREVIATION
226260,HISTORY SINCE YOU WERE BORN
226286,I LOVE METAL
226287,HISTORICAL ENTERTAINMENT
226289,"1, 2, 3, ""GO"""
226315,RECENT OLYMPIC MEDALISTS
226316,"""B"" WHERE?"
226319,ALSO A MUSICAL TERM
226346,MAY I HAVE SECONDS?
226349,A GRAY AREA
226350,WHEEL OF MOVIE TAGLINES
226374,FAMOUS FRENCH FOLKS
226404,HARDBALL
226405,"THE NEW YORK TIMES CROSSWORD CLUES ""E"""
226407,MY WEEK WITH MARYLAND
226409,PRESS BRIEFING
226426,"""POWER"" PLAYERS"
226428,6-LETTER WORLD CAPITALS
226429,MILITARY OPERATIONS
226431,ACT LIKE A JOURNALIST
226454,LAKERS
226456,SQUAWK ON THE STREET
226457,THE FIVE
226458,THE NEW YORK TIMES 21st CENTURY HEADLINES
226474,GREAT AMERICAN WOMEN
226477,OTHER POWER PLAYERS
226479,"TRANSLATE, PLEASE"
226503,FAIR & BALANCED
226504,ABRUPT ABBREVS.
226506,"IT'S THE ""E""-CONOMY"
226507,THE AUDACITY OF HOPE
226523,POLITICAL CINEMA
226524,YOU CALL YOURSELF A DOCTOR?
226525,COLOR ME BAD
226526,"""BLOW"" HARDS"
226527,THE NEW YORK TIMES THE ARTS
226551,DOMESTIC AFFAIRS
226554,21st CENTURY LINGO
226555,LITERARY MENAGERIE
226557,THE STOCK TICKER
226572,PREPARE THE PREFIX
226573,"COLD, HILLY & EMPTY"
226574,TV GUIDE MOVIE SYNOPSES
226575,I'M GROVER CLEVELAND
226576,I APPROVED THIS MESSAGE
226603,FAMOUS IVY LEAGUERS
226604,SOUNDS LIKE 2 LETTERS
226605,GIRL SCOUT COOKIES
226606,S'MOORS
226631,ON THE WORLD HERITAGE LIST
226632,LOFTY LANGUAGE
226634,WEBCAMS
226635,WEATHER HISTORY
226636,"""BIG"" MOVIE QUOTES"
226662,THE INDIANAPOLIS 500
226664,WRITER'S DICTIONARY
226665,IN PERE-LACHAISE CEMETERY
226666,GIVE ME A PRIZE!
226667,"""IFY"" ANSWER CORRECTLY"
226692,THE COMMONWEALTH OF NATIONS
226693,FROM THE SANSKRIT
226694,"YOUR DAY IN ""C""OURT"
226695,NATIVE AMERICANS BY TRIBE
226697,EYE Q
226721,THE DAILY RUNDOWN
226723,SUPER PACKS
226724,PAGE TURNERS
226725,THE CONGRESSIONAL RECORD
226742,STOP THE PRESSES!
226745,"""DAR"""
226746,CONSTITUTION
226747,HAUL
226772,IT'S OPENING NIGHT ON BROADWAY!
226774,TV LOCATIONS
226776,MADEIRA
226777,I DON'T GIVE A...
226802,WHAT THE X-RAY SHOWS
226803,A TOUCH OF ROBERT FROST IN THE AIR
226807,LYRICS OF THE TOP 40 SONG
226832,SHAKESPEAREAN LINES
226833,WE BAND OF BROTHERS
226834,MY SALAD DAYS
226836,2B OR NOT 2B
226837,THE WINTER OF OUR DISCOUNT TENT
226860,50 YEARS AGO--1962
226863,ROMAN THE ROADS
226864,"""O"", HOW ENTERTAINING"
226889,THERE'S SOMETHING IN THE AIR
226891,SOUTHPAWS
226892,CAPITAL & COUNTRY: SAME FIRST LETTER
226894,SPELLING WITH THE STARS
226919,THERE'S SOMETHING ON THE AIR
226920,BUSINESS SCHOOLS
226922,"""CAMP"" FOLLOWERS"
226923,VIRGIL
226950,A JOHNNY DEPP FILM FEST
226952,"IT'LL END WITH ""US"""
226953,THE WORLD CAPITAL SERVED BY...
226954,OLD TESTAMENT NAME'S THE SAME
226955,LEWIS & CLARK EXPEDITION
226980,"""A""UTHORS"
226983,THE KING OF ENGLAND WHO...
227010,AMERICAN INNOVATORS
227013,READINGS FROM 1984
227014,ORG. ABBREV.
227016,"""OW""! ""OOF""! ""ACK""!"
227037,KNIGHT WEAR
227041,VIRTUOSI
227064,CLASSIC MYSTERY NOVELS
227065,OED TOP SOURCES
227066,"""AA"", ""BB"" OR ""CC"""
227068,ALFRED
227070,TENNESSEAN
227092,"ALFRED, LORD TENNYSON"
227093,HERE'S WHAT'S HAPPENING AT 11
227094,THE WORLD SCIENCE FESTIVAL
227095,A REAL COMEDIAN
227097,"CROSS WORLD CLUES ""P"""
227121,PRESIDENTIAL RESTING PLACES
227122,THE GILDED AGE
227125,CITY BY POPULATION
227126,TV SHOW HAIKU
227127,SHEEP
227151,THE GILDED AGED
227152,SINGERS PORTRAYED ON FILM
227153,DISCOVERING JAPAN
227154,WHERE'D YA GET THAT TITLE?
227174,AIRLINE HISTORY
227176,DAY SONGS
227179,CUTS LIKE A KNIFE
227180,"AN ""R_____T"" CATEGORY"
227206,"THE ""RONG"" STUFF"
227208,WHAT'S YOUR PLEASURE?
227209,FRENCH FILMS
227236,IN TROUBLE
227238,IT'S ALL IN THE PACKAGE
227239,BIG PLAYS IN THE BIBLE
227240,COMPACT DISKS
227241,C.D.s
227266,KEEPING UP WITH THE CAROLINGIANS
227267,"OH, ""K"""
227268,TERRIERS
227269,THE OTHER WOMAN
227270,A SENSE OF ENTITLEMENT PROGRAMS
227295,WHAT'S APENNINE
227297,HOME ALONE?
227323,ANCIENT MOVIES
227324,1960s BESTSELLERS
227325,ALTARED STATES
227326,AN ARMY OF OLIVERS
227327,"""AY""!"
227328,SIT ON IT
227353,WOMEN IN ENTERTAINMENT
227354,"SOUNDS LIKE A NOBLE GAS, MAN"
227356,BASEBALL ABBREVIATIONS
227357,ROYAL RELATIVES
227358,WHOLE SALE
227359,"RE-""TAIL"""
227384,HOLLYWOOD FAMILY VALUES
227385,PRODUCT NAMES
227386,BORN & DIED: AUTHORS EDITION
227388,PEACE
227389,EVERY OTHER LETTER
227413,A BARE BONES CATEGORY
227414,DENMARK
227415,DA TRAIN! DA TRAIN!
227416,THE TV CHARACTER WHO WASN'T THERE
227417,PROVERBIAL NUMBERS
227418,THINGS YOU HAVE TO DO
227443,THE LOVELY BEANS
227444,LATIN NAMES FOR CITIES
227445,"POETRY, THY NAME IS HIM"
227446,"""OCK"" IT TO ME"
227447,PRESIDENTIAL ALUMS
227474,IT'S THE BIGGEST IN AREA
227476,U.S.A. TOUR
227478,INTERNET SLANG
227479,ANTIHEROES
227504,COLORFUL LYRICS FROM COLORFUL SONGS
227505,ALMOST-FORGOTTEN WARS
227508,AUTHORS' TRILOGIES
227509,AUNTIE HEROES
227536,THE TEAM'S RETIRED NUMBERS
227539,"""PIPE"" DREAMS"
227540,SPAIN KILLERS
227565,GEOGRAPHY BY THE BOOK
227566,SISTER GOLDENHAIR
227567,I DON'T KNOW YOU FROM ADAMS
227568,GO WIDE
227570,THE BRITISH MUSEUM'S HISTORY OF THE WORLD IN 100 OBJECTS
227592,EVENTS IN THE BIBLE
227593,AMBROSE-IA
227595,20th CENTURY FOX TV
227597,ABBREVIATIONS AFTER YOUR NAME
227598,GRIME FIGHTERS
227624,APPS
227625,THE MAINE COURSE
227626,"""SIDE"" DISHES"
227638,WHAT'S FOR DESERT?
227652,THE METER IS RUNNING
227653,MAKES SENSE-- MOVIES EDITION
227655,ANIMAL LOGOS
227656,"""WED"" BLISS"
227657,THE NEXT STATE CAPITAL ALPHABETICALLY
227682,PUP-PARAZZI
227684,UPDATING THE NOVEL
227685,VERB-AL NAMES
227687,"""Q""-LINARY TERMS"
227713,.gov
227714,WHO SAID WHAT ABOUT WHOM?
227740,THE BRITISH ARE GOING!
227743,ZODIAC RHYME TIME
227745,OPERA LOVERS
227769,THE HAULS OF CONGRESS
227772,FLUID SITUATIONS
227773,A HARRISON FORD FIESTA
227796,LANGUAGES IN THEIR OWN LANGUAGE
227797,EVERYONE'S AN ART CRITIC
227798,2 BY 4
227799,TERMS OF ENDANGERMENT
227800,"A ""LA"" CARTE"
227801,THE WAR OF 1812 BICENTENNIAL
227823,FICTIONAL PAIRS
227824,HOLLYWOOD'S MIDDLE INITIALS
227827,WEBSITES FROM A TO Z
227828,WAR POETRY
227829,ALMOST HEAVEN: WEST VIRGINIA
227856,WHERE YA OF?
227857,GOLDEN BOYS & GIRLS
227858,-ESQUE
227859,A POP QUIZ
227884,U.S. TOP-SELLING ALBUMS
227885,"IRON, MAN"
227886,AMERICAN YEARBOOK
227887,SEEING SHADES OF RED
227888,THE NAME ON THE AIRPORT
227889,"BRAND ""EX"""
227890,NBA MVPS
227915,IRON MAN
227916,I HOPS
227919,THE CELEBRITY TWEETS
227920,A CITY ON THE WATER
227946,ONE NIGHT WHEN I COULDN'T SLEEP...
227949,"HOW DO YOU GET ""BY""?"
227950,I MANAGE
227976,1-WORD FILM QUOTES
227977,ZEUS YOUR DADDY
227978,A BIT OF BRIT LIT
227979,COMPLETE THE ANIMAL PHRASE
227980,FIRST LADY MICHELLE OBAMA
228005,2011 MUSICMAKERS
228007,TV & MOVIE CARS
228008,LIBROS POR NIÑOS
228011,THE JOY OF SECTS
228036,THE BAND'S 10th TOP 40 HIT
228037,ON YOUR MARKS
228038,HELICOPTERS
228040,BAD ENDINGS FOR WRITERS
228066,UNESCO WORLD HERITAGE SITES
228067,TEXAS-BASED COMPANIES
228068,DIAL M FOR MURDER
